Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2.0,Research Scientist,3.0,Single,4809.0,12482.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,16.0,13.0,2.0,10.0
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2.0,Healthcare Representative,4.0,Divorced,5163.0,15850.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5.0,Manager,4.0,Married,18844.0,21922.0,9.0,Y,No,21.0,4.0,4.0,80.0,1.0,30.0,3.0,3.0,3.0,2.0,2.0,2.0
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5.0,Research Director,2.0,Married,18172.0,9755.0,3.0,Y,Yes,19.0,3.0,1.0,80.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2.0,Sales Executive,3.0,Single,5744.0,26959.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1.0,Research Scientist,4.0,Married,2889.0,26897.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1.0,Laboratory Technician,4.0,Single,2871.0,23785.0,1.0,Y,No,15.0,3.0,3.0,80.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3.0,Healthcare Representative,1.0,Single,7484.0,25796.0,3.0,Y,No,20.0,4.0,3.0,80.0,0.0,23.0,1.0,2.0,13.0,12.0,12.0,8.0
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2.0,Laboratory Technician,3.0,Single,6074.0,22887.0,1.0,Y,Yes,24.0,4.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,7.0,0.0,6.0
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4.0,Manager,4.0,Single,17328.0,13871.0,2.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1.0,Laboratory Technician,3.0,Married,2774.0,13257.0,0.0,Y,No,12.0,3.0,3.0,80.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2.0,Research Scientist,2.0,Divorced,4505.0,15000.0,6.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3.0,Sales Executive,4.0,Single,7428.0,14506.0,2.0,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,3.0,3.0,5.0,3.0,1.0,3.0
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3.0,Manager,1.0,Single,11631.0,5615.0,2.0,Y,No,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3.0,Sales Executive,4.0,Married,9738.0,22952.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1.0,Laboratory Technician,4.0,Divorced,2835.0,2561.0,5.0,Y,No,22.0,4.0,1.0,80.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4.0,Manager,4.0,Married,16959.0,19494.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,2.0,25.0,3.0,4.0,25.0,12.0,4.0,12.0
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1.0,Research Scientist,3.0,Divorced,2613.0,22310.0,1.0,Y,No,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2.0,Sales Executive,2.0,Married,6146.0,15480.0,0.0,Y,No,13.0,3.0,1.0,80.0,1.0,8.0,2.0,4.0,7.0,7.0,0.0,7.0
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1.0,Research Scientist,2.0,Married,4963.0,4510.0,9.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,7.0,2.0,3.0,5.0,4.0,4.0,3.0
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5.0,Research Director,3.0,Single,19537.0,6462.0,7.0,Y,No,13.0,3.0,3.0,80.0,0.0,23.0,5.0,3.0,20.0,18.0,15.0,15.0
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2.0,Sales Executive,3.0,Married,6172.0,20739.0,4.0,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,7.0
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1.0,Research Scientist,2.0,Married,2368.0,23300.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3.0,Healthcare Representative,4.0,Married,10312.0,3465.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,40.0,3.0,2.0,40.0,10.0,15.0,6.0
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1.0,Sales Representative,3.0,Single,1675.0,26820.0,1.0,Y,Yes,19.0,3.0,4.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1.0,Laboratory Technician,4.0,Married,2523.0,19299.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2.0,Manufacturing Director,1.0,Married,6567.0,5549.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,2.0,2.0,15.0,11.0,5.0,11.0
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1.0,Research Scientist,3.0,Single,4739.0,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3.0,Sales Executive,4.0,Single,9208.0,6645.0,4.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2.0,Sales Executive,3.0,Married,4559.0,24788.0,3.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3.0,Sales Executive,3.0,Divorced,8189.0,21196.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1.0,Human Resources,3.0,Married,2942.0,8916.0,1.0,Y,No,23.0,4.0,4.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,5.0,7.0
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2.0,Manufacturing Director,2.0,Divorced,4941.0,2819.0,6.0,Y,No,20.0,4.0,4.0,80.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3.0,Manufacturing Director,4.0,Single,10650.0,25150.0,2.0,Y,No,15.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2.0,Sales Executive,3.0,Married,5902.0,14590.0,4.0,Y,No,14.0,3.0,3.0,80.0,1.0,17.0,1.0,4.0,15.0,11.0,5.0,9.0
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2.0,Sales Executive,3.0,Married,8639.0,24835.0,2.0,Y,No,18.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2.0,Human Resources,4.0,Married,6347.0,13982.0,0.0,Y,Yes,19.0,3.0,4.0,80.0,0.0,12.0,2.0,1.0,11.0,9.0,4.0,7.0
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1.0,Laboratory Technician,1.0,Single,4200.0,10224.0,7.0,Y,No,22.0,4.0,1.0,80.0,0.0,10.0,2.0,4.0,5.0,4.0,0.0,4.0
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1.0,Research Scientist,4.0,Single,3452.0,9752.0,5.0,Y,No,13.0,3.0,2.0,80.0,0.0,9.0,2.0,2.0,6.0,5.0,0.0,3.0
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2.0,Research Scientist,3.0,Single,4317.0,2302.0,3.0,Y,Yes,20.0,4.0,2.0,80.0,0.0,19.0,2.0,3.0,3.0,2.0,2.0,2.0
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1.0,Research Scientist,3.0,Single,2632.0,23910.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,4.0,2.0,5.0,4.0,0.0,4.0
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2.0,Sales Executive,4.0,Divorced,4668.0,22812.0,0.0,Y,No,17.0,3.0,4.0,80.0,3.0,9.0,2.0,4.0,8.0,7.0,0.0,7.0
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1.0,Research Scientist,1.0,Divorced,3204.0,10415.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1.0,Laboratory Technician,4.0,Single,2720.0,11162.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4.0,Manager,1.0,Divorced,17181.0,12888.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,21.0,2.0,2.0,7.0,6.0,7.0,7.0
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1.0,Laboratory Technician,1.0,Married,2238.0,6961.0,2.0,Y,No,21.0,4.0,4.0,80.0,1.0,7.0,2.0,3.0,5.0,0.0,1.0,4.0
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1.0,Laboratory Technician,2.0,Single,1483.0,16102.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2.0,Research Scientist,2.0,Divorced,5605.0,8504.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3.0,Sales Executive,2.0,Married,7295.0,11439.0,1.0,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8.0,0.0,6.0
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2.0,Sales Representative,3.0,Married,2306.0,16047.0,2.0,Y,Yes,20.0,4.0,4.0,80.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2.0,Laboratory Technician,2.0,Divorced,2348.0,10901.0,8.0,Y,No,18.0,3.0,3.0,80.0,1.0,20.0,2.0,1.0,17.0,9.0,0.0,15.0
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3.0,Sales Executive,4.0,Single,8998.0,15589.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2.0,Manufacturing Director,3.0,Married,4319.0,26283.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2.0,Manufacturing Director,3.0,Married,6132.0,13983.0,2.0,Y,No,17.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3.0,Sales Executive,4.0,Married,10855.0,8552.0,7.0,Y,No,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1.0,Sales Representative,3.0,Married,2231.0,11314.0,6.0,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1.0,Research Scientist,4.0,Married,2323.0,11992.0,1.0,Y,No,24.0,4.0,1.0,80.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1.0,Research Scientist,2.0,Divorced,2024.0,5970.0,6.0,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1.0,Research Scientist,4.0,Married,2713.0,6672.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,5.0,2.0,1.0,5.0,2.0,0.0,2.0
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3.0,Healthcare Representative,4.0,Divorced,9439.0,23402.0,3.0,Y,Yes,16.0,3.0,2.0,80.0,1.0,12.0,2.0,1.0,5.0,3.0,1.0,4.0
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1.0,Research Scientist,3.0,Divorced,2566.0,25326.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5.0,Manager,2.0,Single,19926.0,17053.0,3.0,Y,No,15.0,3.0,2.0,80.0,0.0,21.0,5.0,3.0,5.0,4.0,4.0,4.0
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1.0,Research Scientist,3.0,Divorced,2451.0,4609.0,4.0,Y,No,12.0,3.0,1.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,1.0,8.0
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3.0,Sales Executive,4.0,Married,9419.0,8053.0,2.0,Y,No,12.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,7.0,4.0
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2.0,Sales Executive,4.0,Single,8686.0,12930.0,4.0,Y,No,22.0,4.0,3.0,80.0,0.0,12.0,2.0,4.0,8.0,3.0,0.0,7.0
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1.0,Research Scientist,3.0,Single,3038.0,12430.0,3.0,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,5.0,4.0,1.0,4.0
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1.0,Research Scientist,2.0,Married,3058.0,13364.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,1.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0,Y,No,21.0,4.0,1.0,80.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,13.0,3.0,2.0,8.0,7.0,7.0,2.0
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2.0,Laboratory Technician,1.0,Divorced,3072.0,11012.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,12.0,4.0,3.0,12.0,9.0,6.0,10.0
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2.0,Sales Executive,1.0,Divorced,5006.0,6319.0,4.0,Y,Yes,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1.0,Research Scientist,1.0,Divorced,4257.0,13939.0,4.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,19.0,3.0,3.0,2.0,2.0,2.0,2.0
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1.0,Research Scientist,4.0,Single,2500.0,10515.0,0.0,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,2.0
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1.0,Laboratory Technician,4.0,Single,1102.0,9241.0,1.0,Y,No,22.0,4.0,3.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3.0,Sales Executive,1.0,Divorced,10453.0,2137.0,1.0,Y,No,25.0,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,7.0
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1.0,Laboratory Technician,4.0,Single,2288.0,6319.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1.0,Research Scientist,4.0,Married,3929.0,6984.0,8.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,2.0
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1.0,Research Scientist,2.0,Single,2311.0,5711.0,2.0,Y,No,15.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,2.0,1.0,2.0
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1.0,Sales Representative,2.0,Single,3140.0,21728.0,1.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,2.0
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1.0,Laboratory Technician,3.0,Married,3690.0,3425.0,2.0,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,2.0
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2.0,Manufacturing Director,1.0,Divorced,4450.0,26250.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1.0,Research Scientist,2.0,Married,2756.0,4673.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5.0,Manager,3.0,Married,19033.0,6499.0,1.0,Y,No,14.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,20.0,8.0,9.0,9.0
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5.0,Research Director,2.0,Single,18722.0,13339.0,8.0,Y,No,11.0,3.0,4.0,80.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2.0,Manufacturing Director,3.0,Married,9547.0,14074.0,1.0,Y,No,17.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,10.0,9.0,1.0,9.0
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4.0,Healthcare Representative,2.0,Single,13734.0,7192.0,3.0,Y,No,18.0,3.0,3.0,80.0,0.0,21.0,6.0,3.0,7.0,7.0,1.0,0.0
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5.0,Manager,3.0,Married,19999.0,5678.0,0.0,Y,No,14.0,3.0,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1.0,Research Scientist,2.0,Single,2279.0,11781.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,7.0,7.0,0.0,3.0
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2.0,Manufacturing Director,3.0,Married,5916.0,15497.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1.0,Research Scientist,4.0,Divorced,2089.0,5228.0,4.0,Y,No,14.0,3.0,4.0,80.0,3.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4.0,Manager,4.0,Married,16792.0,20462.0,9.0,Y,No,23.0,4.0,4.0,80.0,1.0,22.0,1.0,3.0,20.0,8.0,11.0,8.0
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1.0,Research Scientist,1.0,Married,3564.0,22977.0,1.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,7.0
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2.0,Laboratory Technician,2.0,Single,4425.0,15986.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,2.0,1.0,2.0
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2.0,Manufacturing Director,3.0,Divorced,5265.0,16439.0,2.0,Y,No,16.0,3.0,2.0,80.0,1.0,11.0,5.0,3.0,5.0,3.0,0.0,2.0
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2.0,Manufacturing Director,3.0,Married,6553.0,7259.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,14.0,3.0,3.0,1.0,0.0,0.0,0.0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2.0,Manufacturing Director,4.0,Married,6261.0,4185.0,3.0,Y,No,18.0,3.0,1.0,80.0,1.0,9.0,3.0,1.0,7.0,7.0,1.0,7.0
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2.0,Manufacturing Director,1.0,Married,4298.0,9679.0,5.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2.0,Manufacturing Director,4.0,Divorced,6804.0,23793.0,1.0,Y,Yes,15.0,3.0,1.0,80.0,2.0,7.0,0.0,3.0,7.0,7.0,1.0,7.0
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1.0,Research Scientist,3.0,Divorced,3815.0,5972.0,1.0,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2.0,Laboratory Technician,4.0,Married,2741.0,16523.0,8.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,7.0
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2.0,Healthcare Representative,1.0,Married,6673.0,11354.0,7.0,Y,Yes,19.0,3.0,2.0,80.0,0.0,17.0,2.0,3.0,1.0,0.0,0.0,0.0
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3.0,Sales Executive,4.0,Married,7639.0,24525.0,1.0,Y,No,22.0,4.0,4.0,80.0,3.0,10.0,3.0,2.0,10.0,4.0,1.0,9.0
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1.0,Research Scientist,2.0,Divorced,2328.0,12392.0,1.0,Y,Yes,16.0,3.0,1.0,80.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1.0,Laboratory Technician,4.0,Single,2153.0,7703.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,8.0,2.0,3.0,8.0,1.0,1.0,7.0
